"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID"
"<U+092E><U+094B><U+0926><U+0940> <U+0915><U+0941><U+091B> <U+092D><U+0940> <U+0915><U+0930><U+0947><U+0902> <U+0932><U+0947><U+0915><U+093F><U+0928> <U+092C><U+0939> <U+092C><U+0930><U+094D><U+092C><U+093E><U+0926> <U+0939><U+094B> <U+091C><U+093E><U+0924><U+093E> <U+0939><U+0948> <U+0932><U+0947><U+0915><U+093F><U+0928> <U+0915><U+094B><U+0902><U+0917><U+094D><U+0930><U+0947><U+0938> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0938><U+092C> <U+0915><U+0941><U+091B> <U+092C><U+0930><U+094D><U+092C><U+093E><U+0926> <U+0915><U+0930><U+0947><U+0902> <U+0935><U+0939> <U+0938><U+094B><U+0928><U+093E> <U+091A><U+093E><U+0902><U+0926><U+0940> <U+092C><U+0928><U+0924><U+093E> <U+0939><U+0948> <U+0935><U+093E>","nani sikar jat","0","0","2019-09-15T04:18:34.000Z","UgxPk3WrLl5lHCv1xhZ4AaABAg","None","FALSE","6sbPGzrXbts"
"Not worth","shubham ladha","0","0","2019-09-15T04:12:56.000Z","UgyNu7C-_4DMt8u4MYl4AaABAg","None","FALSE","6sbPGzrXbts"
"Pehle darje ki bewaqoofi hai ke itna saara paisa sirf ek statue banane me lagana","Tajuddin","0","0","2019-09-15T01:41:05.000Z","UgxN55c_jqij4G23qgt4AaABAg","None","FALSE","6sbPGzrXbts"
"Are isse acche toh rajasthan ke forts","MOHIT VASNANi","0","0","2019-09-15T01:39:22.000Z","Ugw2kAmYv-wJ6r1ftKR4AaABAg","None","FALSE","6sbPGzrXbts"
"Bhai aap ban jao pm india ka.....lekin waha jane ke baad  aap bhi wahi karenge jo ek politician karta h...","ashish kashyap","0","0","2019-09-15T00:47:36.000Z","UgyYolQ27XodD3MwHfF4AaABAg","None","FALSE","6sbPGzrXbts"
"The video contains full of negativity. Even without a visit to that place this man saying that design is not good. LOL :))
Bro at least put some positive aspects too.","Maitrik Patel","1","1","2019-09-14T21:13:06.000Z","UgxWAkqcUInDuJIeFnd4AaABAg","None","FALSE","6sbPGzrXbts"
"darr ki baat ye hai ki aur bhi statues aa rahe hai <U+0001F616><U+0001F616>","Maya lak","0","0","2019-09-14T20:41:38.000Z","Ugxg2wnkadKaQ7nnLrN4AaABAg","None","FALSE","6sbPGzrXbts"
"Good job","Sk Manu","0","0","2019-09-14T20:29:10.000Z","Ugya_0dsgkeE6RfB2St4AaABAg","None","FALSE","6sbPGzrXbts"
"I think totally misuse <U+0001F4B0>...","rakesh kohli","0","1","2019-09-14T16:59:32.000Z","UgzPuQ-rF1wrGumZW414AaABAg","None","FALSE","6sbPGzrXbts"
"<U+092E><U+094B><U+0926><U+0940> <U+0932><U+0942><U+091F> <U+0932><U+0947><U+0917><U+093E> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+092A><U+0939><U+0932><U+0947> English company ayi thi Jo ab Hindustan uniliver name se Hindustan ko lut rahi h  or ab chainis mobile company made in India name se","PRERNA SHARMA","1","6","2019-09-14T15:22:16.000Z","UgxDqsWunXyjDvhB6sR4AaABAg","None","FALSE","6sbPGzrXbts"
"Bakwas hai Bhai bancho","Khuzzi King","0","0","2019-09-14T14:07:42.000Z","UgyR4Aa8DUjjT92EQhN4AaABAg","None","FALSE","6sbPGzrXbts"
"Please make video on MAHARASHTRA Shivaji Maharaj Forts .....","akash sarode A S","0","2","2019-09-14T10:45:22.000Z","UgxFjGeWqYu9hNKljR14AaABAg","None","FALSE","6sbPGzrXbts"
"He only showing you the facts buddy but yes we against Modi and his corrupt party <U+0001F602> <U+0001F602> <U+0001F602>","Baljit singh","0","0","2019-09-17T11:08:36.000Z","UgwqpIdMy_yrOV3hSY14AaABAg.8zyr3qJw3Xr8zz9DlIw8bN","UgwqpIdMy_yrOV3hSY14AaABAg","urjit vishal1716","6sbPGzrXbts"
"I don't think so he only showing you the facts buddy but yes we against Modi and his corrupt party <U+0001F602> <U+0001F602> <U+0001F602>","Baljit singh","0","0","2019-09-17T11:06:25.000Z","UgwqpIdMy_yrOV3hSY14AaABAg.8zyr3qJw3Xr8zz8ys5FhUL","UgwqpIdMy_yrOV3hSY14AaABAg","urjit vishal1716","6sbPGzrXbts"
"<U+0001F602><U+0001F602><U+0001F602>...Yhi to dikkt hai hm bharatwasiyo ki Bde bhole hote hai..Aasani Se kisi pe bhi bhasora kr lete hai Aur baad mei wo hmara kaat te hai #BJP...
Pr ye bnda sch bolta hai...isko bhi 5 saal ka mauka de ke dekha ja skta hai<U+0001F602><U+0001F602>..I hope ye bnda ye nhi bolega 5 saalo ke baad ki Mei kch nhi kr pya kqki BJP nei pichle10 saalo mei desh ko khokhla kr diya hai .<U+0001F602>..","Ashish Ganguly","0","0","2019-09-17T05:38:18.000Z","UgyNnA0hKHFL3e-xcX94AaABAg.8zxCY0a5LWg8zyZQe4RtR4","UgyNnA0hKHFL3e-xcX94AaABAg","Abhay verma","6sbPGzrXbts"
"@MOHIT CHAURASIYA 11 mahine me 23 lack dekhe hai per mahine 6 cr ki kamayi aur total 52 cr aur wahi tajamahal ki bhi dekh lo 
Ye bharat ka top tourist destination hub hoga ,sath sath world me Top 5 best tourist attraction hoga I am fully sure be possitive paise ko desh ko ek karne wale mahapurush me lagaye hai unke liye 3000 cr lag gya to kya hua desh ki janta ko itihas pta hoga","Ashutosh Mishra","0","0","2019-09-17T17:27:46.000Z","Ugyv0TYnrD5wQHLS76B4AaABAg.8zwHrcyv0By8zzpbug9W0S","Ugyv0TYnrD5wQHLS76B4AaABAg","MOHIT CHAURASIYA","6sbPGzrXbts"
"@MOHIT CHAURASIYA ye negative man hai aap google dekhe RTI dekhe to pta chalega iski baat me kya sachayi hai","Ashutosh Mishra","0","0","2019-09-17T17:22:52.000Z","Ugyv0TYnrD5wQHLS76B4AaABAg.8zwHrcyv0By8zzp30MSipL","Ugyv0TYnrD5wQHLS76B4AaABAg","MOHIT CHAURASIYA","6sbPGzrXbts"
"Ashutosh Mishra rathee Apne man se nahin fact se bol raha hai aur kahin na kahin vah sahi hai Kyunki Jab world-famous Tajmahal ko hi itne kam log dekhte hain to is Statue of Unity ko kitne log Dekhenge aap Socho","MOHIT CHAURASIYA","0","1","2019-09-17T16:57:34.000Z","Ugyv0TYnrD5wQHLS76B4AaABAg.8zwHrcyv0By8zzm9lpS3Br","Ugyv0TYnrD5wQHLS76B4AaABAg","MOHIT CHAURASIYA","6sbPGzrXbts"
"Kya such 1 din me average 8500 log dekh rhe hai aur USA ki statue of liberty ko 1 din me average 10000 dekh rhe hai bhai ye rathi glt bol rha hai","Ashutosh Mishra","0","0","2019-09-17T16:48:20.000Z","Ugyv0TYnrD5wQHLS76B4AaABAg.8zwHrcyv0By8zzl67DYHfS","Ugyv0TYnrD5wQHLS76B4AaABAg","MOHIT CHAURASIYA","6sbPGzrXbts"
"@Ashish Ganguly Yes so much for UNITY.
Thats the Irony i wanted to point out.","U S Ti","0","0","2019-09-17T05:20:02.000Z","UgzPRIyjkk10x4AIcXR4AaABAg.8zw2npj9SMt8zyXKmq5x6u","UgzPRIyjkk10x4AIcXR4AaABAg","Ashish Ganguly","6sbPGzrXbts"
"<U+0001F602><U+0001F602><U+0001F602>..Govt ke against Ya unke kisi bhi decision ke against Agr ek bhi sawal pucha jata hai to wo deshdrohi <U+0001F602><U+0001F602>..Pak ki madad kr rha hai","Ashish Ganguly","0","1","2019-09-17T05:14:15.000Z","UgzPRIyjkk10x4AIcXR4AaABAg.8zw2npj9SMt8zyWfQVWjql","UgzPRIyjkk10x4AIcXR4AaABAg","U S Ti","6sbPGzrXbts"
"facts*","vishu goyal","0","0","2019-09-15T07:58:40.000Z","UgxFWq7Rbfk3JkvxXZ94AaABAg.8zterdzWAxD8ztetxzpA3e","UgxFWq7Rbfk3JkvxXZ94AaABAg","vishu goyal","6sbPGzrXbts"
"Patel is being jealous for defaming another patel.","panky sachdeva","0","0","2019-09-15T04:28:52.000Z","UgxWAkqcUInDuJIeFnd4AaABAg.8zsW0bptzC28ztHtHx3IRS","UgxWAkqcUInDuJIeFnd4AaABAg","Maitrik Patel","6sbPGzrXbts"
"You are absolutely right MAM","Draj Desh","0","0","2019-09-17T11:54:18.000Z","UgxDqsWunXyjDvhB6sR4AaABAg.8zrss0YgSHa8zzES_5Ccb6","UgxDqsWunXyjDvhB6sR4AaABAg","PRERNA SHARMA","6sbPGzrXbts"
"Really You are Rock mere bhai.I am your fan Die hard fan","Purusottam Daheriya","0","0","2019-09-18T11:18:47.000Z","UgwSoL35gaducHGHBON4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul is best","Debojyoti Bharali","0","0","2019-09-18T09:44:41.000Z","Ugx6YttWfGKAEDmhuWd4AaABAg","None","FALSE","Lem7KgAb9SY"
"respect man respect <U+0001F64B><U+200D><U+2642><U+FE0F>","shayantan roy","0","0","2019-09-18T08:56:59.000Z","UgyC4sLNizai_mRpijJ4AaABAg","None","FALSE","Lem7KgAb9SY"
"1 baar doosre leaders ko dekh lo maayavati ko hi dekh lo <U+0001F602>
Aap hi bata do sahi kaun hai","dikshitji. 5271","0","0","2019-09-18T08:11:18.000Z","UgzEtzqEM6cGPXv0wFZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Yaar u are such a anti modi ...kuch video achi h but hmsa kisi admi k phiche  apni video bnani ..tum bhe to issi ke bjh ise apna Paisa  kmaa rhe ho bhai..population bhe dkh bro usko kam krne k liye kuch idea bta ...country ke gltiya nikalna or speech dena is a normal  thing agar itne he baato main or video main dmm h na then come to india and chnge ...Atleast  this man is trying  on small issue i live in a village people get benefited  gas connection .toilets bima yojna..ayushman yojna or bhe bhut aise kaam h .He is representing  india  in world..khud to india se bhr h na so you have no right man...come to india ...ground ke reality ko jaan kr fir video bna just unsbscribe your  channel ..you are such a negetive person..really i m not a modi fan n i watch your that  media issue video  go to china then say ..jo logg dkhna chatte h na vo he news vale dikhte h and 355 seats in second  attempt then dnt think  that your are only intelligent  person who know ..modi is good or bad..Indian people  are fool ..jhain pr rhte ho vhain ke media pr dhyn de ..you are not dhruv i think u r anti modi..kb  tk usko lekr apni income krga .chnge your thinking man ..mann lo modi burra hai then rahul is better ..tell me block ka option nhi h vrna sbse phle iss channel  ko block krti ...and you know when i saw your  1st video i decided  to donate  you some money but then j watche u other video mtlb vo he same cheej koe adami kaise kr skta ..i think you need a break buddy ..tum kro na kuch india k liye fir modi ne h acha tho jo income atti h you tube se usko donate kr do assam k liye ...stop fooling people  oky ...noone is perfect .","Manisha thakur","0","1","2019-09-18T06:36:22.000Z","UgzwkD4X0QZl4Qn3khF4AaABAg","None","FALSE","Lem7KgAb9SY"
"Video acha banya kro","Daily current affair mattrail","0","0","2019-09-18T06:19:47.000Z","UgzZ2DpNVrKdYfxhSdF4AaABAg","None","FALSE","Lem7KgAb9SY"
"I can't debate with bhakts buy now when they will start their debate i will give this video link","PaN MaN","0","0","2019-09-18T06:09:14.000Z","UgxujXzx7yj0yBmDLZR4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi -10 & Rahul +10","Md Taslim","0","0","2019-09-18T03:04:56.000Z","UgwYpT0Y14Y5MpkR9w94AaABAg","None","FALSE","Lem7KgAb9SY"
"ki tu shuru ho gaya","Mohit Chouhan","0","0","2019-09-17T18:03:07.000Z","Ugy-2TU2fvq2pc1Vlx94AaABAg","None","FALSE","Lem7KgAb9SY"
"370 ka khatam nhi hua kya madrchod","Mohit Chouhan","0","0","2019-09-17T18:02:38.000Z","UgyL3qk4tHdPShpmFxt4AaABAg","None","FALSE","Lem7KgAb9SY"
"Video ki Heading or video me difference h...","run 4 fun","0","0","2019-09-17T17:07:24.000Z","UgyVAGmG95VhZDRB9id4AaABAg","None","FALSE","Lem7KgAb9SY"
"Speech Compare kha h bhai ye to question answer lag rhe h ...","run 4 fun","0","0","2019-09-17T17:06:36.000Z","UgzUUdjOa-Cm26r-_D94AaABAg","None","FALSE","Lem7KgAb9SY"
"Tu  rahul ji ka jaga lele aur INC ko jita dey bhai bhasan math jhad","AME creation","0","0","2019-09-17T16:09:24.000Z","UgwuWR5GeTiVf1pZaYp4AaABAg","None","FALSE","Lem7KgAb9SY"
"You are completely wrong","Sujan Patel G L","0","0","2019-09-17T10:40:05.000Z","Ugzc5u9LriRz8WmJFIZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Shit galat bnde ko vote de diya. Raga ko dena chahiye tha. Why media not showing this stuff?","Akarsh","0","0","2019-09-17T07:20:39.000Z","UgzzuoSMvl1eHGVWbAZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"I guss Rahul Gandhi ko ek moka dena chahiye India walo....mera 1st vote hai so i can survey to vote kise diya jaye.... thanks for video <U+0001F60D>","akshay joshi","0","0","2019-09-17T06:28:09.000Z","Ugwh0xK1cBDoIrjR8zB4AaABAg","None","FALSE","Lem7KgAb9SY"
"I make a very big mistake to caste my vote to bjp govt last time...","Ashwani Mishra","0","1","2019-09-17T04:42:50.000Z","UgwVuBwInGB9aIXIJqN4AaABAg","None","FALSE","Lem7KgAb9SY"
"If you want to handle indian politics you require speeches like namo. you was right raga was more relevant to his subject. But we all know raga is not that much good leader (major role is 60 years of his party). Namo is more better option to choose. Your video helps us to Differentiate. But pls be neutral when you're comparing
Namo 5/10 & raga 6/10
Only for this speech <U+0001F446>","Yadnesh Kapse","0","0","2019-09-16T18:26:55.000Z","UgyhzREUr2Tg1BMnygN4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi - 3
Rahul - 9","najaf najmi","0","0","2019-09-16T18:12:09.000Z","Ugyd-X7O90Gtuk0h9RR4AaABAg","None","FALSE","Lem7KgAb9SY"
"So what you think we should vote to Rahul Gandhi who doesn't even india properly Modi is the far better option compare to Rahul","Bhagyashri Ingale","0","0","2019-09-16T16:56:45.000Z","UgzU1BAQETlVwI4K2Bp4AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhai tumhari baat to sahi h par muh kholna asa h or real main desh chalana mushkil.....gandhi family nay bhi bhot tym tak govt. Bnai h unhonay kya ukhadliya...bas itna btado ....or compare karkay dekho","Cool Govind","0","0","2019-09-16T15:02:16.000Z","UgyrH1CusaJ3gsKN8gt4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul 8 and modi 2","Experiment Things.","0","0","2019-09-16T14:28:57.000Z","Ugw5_A677_XKqzITo9d4AaABAg","None","FALSE","Lem7KgAb9SY"
"Nice Video Sir","Jaydeep Parmar","0","1","2019-09-16T12:04:03.000Z","UgyG3bjn_nR1yhWEyG94AaABAg","None","FALSE","Lem7KgAb9SY"
"Whenever i raise questions against bjp supprters, they start boasting about surgical strike, artie 370 n other social activitiea","Hemant Ojha","2","9","2019-09-16T11:07:23.000Z","Ugz5TxIqhtcazkCpbFF4AaABAg","None","FALSE","Lem7KgAb9SY"
"to iska matlab Rahul Gandhi ko PM banade....The day I will realize we have a better choice available against Modi...I will vote for him/her. RAGA is a very good person. He is honest and humble...but he is not suited for politics as he doesn't have the required skill set to be PM of India. So we dont vote for Modi...we vote for the best option available....andho me kana raja... :-D","aditya sawant","0","1","2019-09-16T11:00:23.000Z","UgwjiF38yd5RvY9WafR4AaABAg","None","FALSE","Lem7KgAb9SY"
"U r right <U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>","Shikha mahor","0","0","2019-09-16T10:54:04.000Z","Ugyb-l9tx35ld0OCNJx4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi 10/2","All in one Boys","0","0","2019-09-16T08:52:25.000Z","UgwnYNGDgMXuIjsvtd54AaABAg","None","FALSE","Lem7KgAb9SY"
"R 10/10","All in one Boys","0","0","2019-09-16T08:52:06.000Z","Ugxv87NWUrvGmelHIcl4AaABAg","None","FALSE","Lem7KgAb9SY"
"*Dhruv ke Haters Apni MAAA chudaaaye....*","#Emulator Tatta HYGRA_GAYNAMO","0","0","2019-09-16T08:35:05.000Z","UgyeesppTjCMAHn0Qc94AaABAg","None","FALSE","Lem7KgAb9SY"
"You are the best educator.","Tarinee Prasad Dash","0","0","2019-09-16T05:49:43.000Z","UgxwWvCwBrvwzznDENx4AaABAg","None","FALSE","Lem7KgAb9SY"
"Is desh ka kya hoga bhai dhany hai yahan ki bewkuf janta jai ho  jai ho","guriya chourasiya","0","1","2019-09-16T04:44:30.000Z","UgwjdNRZ_TlmwljJg2p4AaABAg","None","FALSE","Lem7KgAb9SY"
"<U+0905><U+092C> <U+0938><U+092E><U+091D><U+0947> <U+0939><U+092E> <U+0930><U+093E><U+0920><U+0947> <U+0924><U+0941><U+092E> <U+0915><U+093E><U+0902><U+0917><U+094D><U+0930><U+0947><U+0938> <U+0915><U+0947> <U+091A><U+092E><U+091A><U+0947> <U+0939><U+094B> ,<U+0915><U+0947><U+0935><U+0932> <U+0924><U+0941><U+092E><U+094D><U+0939><U+0947><U+0902> <U+092E><U+094B><U+0926><U+0940> <U+091C><U+0940> <U+092E><U+0947><U+0902> <U+092C><U+0941><U+0930><U+093E><U+0908> <U+0926><U+093F><U+0916><U+093E><U+0908> <U+0926><U+0947><U+0924><U+0940> <U+0939><U+0948>|","Mix Comedy","0","0","2019-09-16T03:50:31.000Z","Ugzwtn0o7NwTSUkFU4l4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi 2/10 , bcoz for being a demogog","pradeep rawat","0","0","2019-09-15T22:20:02.000Z","UgxOfRtgnM830O49UBJ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhaii tuuu yaha kya kr raha tere ko hona chahiye Modi ki jagah bhai tm bacche ho abhi thoda bada ho jaa ...every thing has a two side good or bad  Modi government has some drawbacks but he had done many good things also no in the world is perfect ....and my brother asking question is easy than giving answer atleast Modi ji giving answer.... Think if Rahul is prime minister and Modi starts questioning ...what will happen than thing once ...so my brother modi government is not bad as uuu are showing ....","Ashutosh Pandey","0","0","2019-09-15T20:03:35.000Z","UgwVtCf4RgWfITK-eOx4AaABAg","None","FALSE","Lem7KgAb9SY"
"Suver ki aulad","Divyanshu Maurya","0","1","2019-09-15T19:55:04.000Z","UgwHLHMNARb5z7rQo-B4AaABAg","None","FALSE","Lem7KgAb9SY"
"Aa sale","Divyanshu Maurya","0","1","2019-09-15T19:54:53.000Z","UgwF9x2DVNQ8sqFWwvZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Auckat hai to reply do","Divyanshu Maurya","0","1","2019-09-15T19:53:17.000Z","UgxII2VZxFFkCLeIwCx4AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhsd wale","Divyanshu Maurya","0","2","2019-09-15T19:52:57.000Z","UgzyVSGoS-sGUvjNax94AaABAg","None","FALSE","Lem7KgAb9SY"
"Tumhara baap hai kya Rahul Gandhi.","Divyanshu Maurya","0","2","2019-09-15T19:52:44.000Z","UgxQidIztaAGNjY_E7t4AaABAg","None","FALSE","Lem7KgAb9SY"
"That's why opposition is an integral part of the parliament
It keeps a check on the central and state governments","Pratika Singh","0","0","2019-09-15T19:15:00.000Z","UgzkCmxSdeh2NHKBhfl4AaABAg","None","FALSE","Lem7KgAb9SY"
"What's your opinion about NRC??","abhishek singh","0","0","2019-09-15T18:54:41.000Z","UgzcHao3je5L-oI8bTZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","nazma khan","0","0","2019-09-15T18:29:49.000Z","UgyvbHAEr3NlKUYTreh4AaABAg","None","FALSE","Lem7KgAb9SY"
"It is misfortune of our country that we don't have strong opposition in democratic system..!","monu sharma","0","1","2019-09-15T18:11:44.000Z","UgyPcaB1lopZsNyiGLN4AaABAg","None","FALSE","Lem7KgAb9SY"
"Sir I'm a big fan of you","Ramniwas karode","0","0","2019-09-15T17:54:20.000Z","UgwdnCT4i8Fn3BhUYCV4AaABAg","None","FALSE","Lem7KgAb9SY"
"India needs many dhruv rathees, 
Indian media is making fool to us,
Especially dna show on zee news","Sairaj Sarde","1","2","2019-09-15T16:50:54.000Z","UgwHSVNF9YW9xuRGOwp4AaABAg","None","FALSE","Lem7KgAb9SY"
"There is 41k dislikes on this video but I haven't seen any comments in favour of modiji.. why is it so??","zeel sukhadiya","1","0","2019-09-15T16:21:39.000Z","Ugx74M7QGv2A_82Qigx4AaABAg","None","FALSE","Lem7KgAb9SY"
"9 rahul
1 modi","Jagdeep Singh Bajwa","0","0","2019-09-15T15:32:43.000Z","UgxFaizURTAdRyeHXM54AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi ki speech Koo 10 maein se -1 and Rahul Koo 10/10","Karan Singh","0","0","2019-09-15T15:10:34.000Z","Ugx5HLYhYMV-UpVmoGZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhai jyada freedom mil gyi lgta hai tumhe","Abhishek Bhatt","0","0","2019-09-15T12:58:29.000Z","UgyLsV4FCW-OASdSuPx4AaABAg","None","FALSE","Lem7KgAb9SY"
"Anpadh logo Ko power me laaoge to yehi hoga....rip logic","Prabhat Tiwari","0","0","2019-09-15T09:29:50.000Z","UgzLo2CUxMdUoe_gyzh4AaABAg","None","FALSE","Lem7KgAb9SY"
"Great work dhruv 
Really massive respect","soumya singh","0","0","2019-09-15T09:15:43.000Z","Ugw6DU1sP0pEhX-Xqrt4AaABAg","None","FALSE","Lem7KgAb9SY"
"Dhuruv rathi ap bahout hi badhiya kam kar rahe ho bhai .sahi or galat ki pahchan karna is yug mai mushkil ho gaya hai ap jaisw media ka kam rahe hai jisse hum jaise logo ki haqiqat samjh arahi hai .great job","Afrin Shaikh","0","0","2019-09-15T08:05:38.000Z","UgxUnVcA3peq0c_kMLR4AaABAg","None","FALSE","Lem7KgAb9SY"
"Practically it seems you are an anti modi !! Still you speak Great... .<U+0001F60B><U+0001F60B>","Rajni Ranjan","0","1","2019-09-15T04:27:50.000Z","UgyEorouwWMcO2IbdW14AaABAg","None","FALSE","Lem7KgAb9SY"
"I HUBLEY REQUEST TO ALL MY INDIANS..PLS KINDLY DONT WATCH THE  NEW TV CHANNELS...THEY JUST   ...LIKE A SERVANT OF  HITLER LEADER ...AND WASTE YOUR PRECIOUS TIME ...WE ARE IN PRESENT...","Jitendra Meena","0","0","2019-09-14T22:57:04.000Z","UgxZbyVE4mnu4eamsn14AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi to muhalle ki aapa ,khala jaisa ladd rhe hai... Isko kisi ki saas hona chahiye tha aankh mattake k action ko aise hi catch kiya hai jaise saanse bahue k har ishare per karti hai... Very cheap yaar...","HD Shaikh","0","0","2019-09-14T22:25:56.000Z","UgyCVYXMvWtpkakiTVh4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi 10=1","aniqur rahman","0","0","2019-09-14T17:29:35.000Z","UgzJBVMreCpkkwCzmsR4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul 9 number
Modi 5 number","Gulshan Kumar","0","3","2019-09-14T16:06:13.000Z","UgwlIpNYunbFmFWFw7x4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi  ko kbhi  to ye lagta hoga ke yaar m kitna fekhta hu......khud pe hi sharam aate hogi. Modi ki spech jyada  funny hoti h... bina sar pair ki.kbhi khud bhi sun liyaa kro modi ji.","Govind Bisht","0","0","2019-09-14T15:11:29.000Z","UgxCQK2wHMf1j6rixG14AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahulji ko 10/7 or modiji k10/3","Kunal Kadao","0","0","2019-09-14T10:56:48.000Z","Ugy8jXiVXmRKPJIloEl4AaABAg","None","FALSE","Lem7KgAb9SY"
"Har politician juth bolta hai kiu ki unko kam ke sath kurchi bhi basana hota hai . Lakin kaise aap ek golot admi ko sahi bol sokte ho.aap vedio banao lekin nipaksha hoke . Jo sahihai woh bolo . Aap sirf kush stat ke data leke vedio bonate ho . Aapko north east ke bare me pata hai....","manoj sarania","0","0","2019-09-14T09:03:15.000Z","UgxvBV3FNeVRxk-BkO94AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul got 8
But Modi got 1
Worst performance by Modi","SHEKHAR KUMAR SANU","0","0","2019-09-13T17:38:49.000Z","UgzsYVH10cvA-m39PR14AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhai jaake the tashkent file dekho..unse buraa to nahi kar raha modi","Gayakranjan","0","0","2019-09-13T12:12:55.000Z","UgxFZDJaIFgJAbLvgKB4AaABAg","None","FALSE","Lem7KgAb9SY"
"YOU ARE GREAT BROTHER. INDIA PAKISTAN NEED INDEPENDENT AND UNBIASED JOURNALIST LIKE YOU. BOTH NATION HAS VICTIMIZED BY DIRTY MEDIA. YOUNG AND EDUCATED PEOPLE SHOULD COME ON YOUTUBE AND EDUCATE THE NATION AND SPREAD REALITY INSTEAD OF SPREADING HATRED AND MISCONCEPTION AMONG THE PEOPLE. STAY BLESSED ALWAYS......","Mehboob Ali Vlogs","0","0","2019-09-13T09:41:06.000Z","Ugy7TrKOjLnhTryVuF54AaABAg","None","FALSE","Lem7KgAb9SY"
"awesome","Naveed Anjum","0","0","2019-09-13T09:01:51.000Z","UgzLtCmrDWRj68GYMQp4AaABAg","None","FALSE","Lem7KgAb9SY"
"By listening your explanation, I could understand many things","Vaibhav Gayke","0","0","2019-09-13T08:19:23.000Z","Ugxj91aA3lTG6fMEmSd4AaABAg","None","FALSE","Lem7KgAb9SY"
"Plz make some video from 2004 to 2014 and get the content not only from ND TV","pradeep swain","1","0","2019-09-13T07:44:22.000Z","UgwqSR35fkH4EHB_CUt4AaABAg","None","FALSE","Lem7KgAb9SY"
"It’s open my eyes but your subject and content is not matching. Subject is vs between raga and namo but you are discussing Q & A.","pradeep swain","0","0","2019-09-13T07:43:30.000Z","Ugyv_DL_k17bTxRebtB4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul Gandhi 8/10 and Modi 1/10","Rana Rehan","0","0","2019-09-13T06:41:05.000Z","UgyVd-1I9NVhzLVLyjh4AaABAg","None","FALSE","Lem7KgAb9SY"
"Brother please make the videos on EVM machines I listened that its also big scam by bdp","•••<U+4E61>GLADIATORS<U+4E61>","0","0","2019-09-13T03:24:39.000Z","UgzuHBdw_MtD6Njy3_94AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi 4 Rahul 8.5","•••<U+4E61>GLADIATORS<U+4E61>","0","0","2019-09-13T03:23:26.000Z","Ugz5di11pJ81Nc5xDrh4AaABAg","None","FALSE","Lem7KgAb9SY"
"<U+0001F602><U+0001F602><U+0001F60A><U+0001F602><U+0001F602><U+0001F602>","Raj Kushwaha","0","0","2019-09-12T18:42:09.000Z","UgwgUaqK0WqCZ4blUSp4AaABAg","None","FALSE","Lem7KgAb9SY"
"i was a victim of modi govt till yesterday... totally i have finally opened my eyes ...m pursuing ca course .... still i got brainwashed though i should have not got easily believed ...shame on me","Sayali Gholap","2","1","2019-09-12T17:40:46.000Z","Ugykr9wQEF56ny2mJL54AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi ko l@vda dunga m..","Sanskar Sihag","0","0","2019-09-12T17:31:40.000Z","Ugyjo1qPBS6B5p0aiXd4AaABAg","None","FALSE","Lem7KgAb9SY"
"bahut badi galti ho gayi hai<U+0001F601><U+0001F601>","navjot singh","0","0","2019-09-12T16:30:40.000Z","Ugw8eQMoH9NaXfHVirV4AaABAg","None","FALSE","Lem7KgAb9SY"
"RaGa- 6/10
Podi- 0/10","Siddharth Sagar","0","0","2019-09-12T16:13:31.000Z","Ugyb6TGFDv_rQBSUcy54AaABAg","None","FALSE","Lem7KgAb9SY"
